id,label,timeset,fan_count,category,username,users_can_post,post_activity,talking_about_count,modularity_class,pageranks
2.68119E+11,Sparks,,574261,Movie Character,ToyStorySparks,no,0,186,3,0.001310065
1.41499E+11,Rex,,3898512,Movie Character,ToyStoryRex,no,0,1630,3,0.001532779
2.64569E+11,Peas-in-a-Pod,,1874795,Movie Character,ToyStoryPeasInAPod,no,0,749,3,0.001310065
2.59498E+11,Mr. Pricklepants,,4513475,Movie Character,ToyStoryPricklepants,no,0,2011,3,0.002601927
1.23349E+11,Jessie,,4847441,Movie Character,ToyStoryJessie,no,0,2193,3,0.001310065
1.18688E+11,Hamm,,2311640,Movie Character,ToyStoryHamm,no,0,1098,3,0.001310065
2.79165E+11,Dolly,,2655730,Movie Character,ToyStoryDolly,no,0,1198,3,0.002601927
2.90529E+11,Chunk,,977648,Movie Character,ToyStoryChunk,no,0,340,3,0.002515096
2.92741E+11,Chatter Telephone,,1565866,Movie Character,ToyStoryChatter,no,0,546,3,0.001310065
2.87792E+11,Bookworm,,1589886,Movie Character,ToyStoryBookworm,no,0,608,3,0.002320518
2.64699E+11,Big Baby,,1982972,Movie Character,ToyStoryBigBaby,no,0,807,3,0.002977438
56368119740,Captain Jack Sparrow,,20346998,Movie Character,CaptainJackSparrow,no,0.02,247574,0,0.002052079
12393266550,The Lion King,,24049741,Movie,DisneyTheLionKing,no,0.08,106658,0,0.001346804
99911703708,The Princess and the Frog,,4058814,Movie,ThePrincessandtheFrog,no,0.02,5612,0,0.005898703
35044734096,Beauty and the Beast,,17269241,Movie,DisneyBeautyAndTheBeast,no,0.07,340003,0,0.006037861
1.04789E+11,Walt Disney Records,,4768430,Record Label,disneymusic,no,0.09,32022,0,0.001511202
2.86893E+11,App Store,,14627082,Product/Service,AppStore,yes,0.1,38115,2,0.002588633
1.31676E+11,Mickey Mouse,,13997134,Fictional Character,MickeyMouse,no,0.06,52855,0,0.00217896
11081890741,Disneyland,,17812522,Travel Company,Disneyland,yes,0.1,195590,0,0.010198303
99792857339,Tron,,5811122,Movie,Tron,no,0.01,13693,0,0.002440757
96787126667,Disney Alice,,15509362,Movie,DisneyAlice,no,0.01,9997,0,0.00272289
20531316728,Facebook,,186817387,Product/Service,facebook,no,0,122271,2,0.002941708
1.2322E+14,Baby Einstein,,271903,Baby Goods/Kids Goods,BabyEinstein,yes,0.06,321,0,9.90E-04
3.52937E+11,Disney Stories,,142682,Games/Toys,DisneyStories,no,0,347,0,0.001053064
2.67162E+11,Flik,,2943659,Movie Character,ABugsLifeFlik,no,0,1152,0,0.001676998
1.43547E+11,Dot,,2633272,Movie Character,ABugsLifeDot,no,0,1093,0,0.001676998
1.23699E+11,EVE,,2761295,Movie Character,WallEEVE,no,0,1256,0,0.001249779
1.23327E+11,Russell,,6719662,Movie Character,UPRussell,no,0,3324,0,0.002090363
1.22277E+11,Kevin,,6070512,Movie Character,UPKevin,no,0,2971,0,0.002090363
1.23002E+11,Ellie,,3592659,Movie Character,UpEllie,no,0,1818,0,0.002090363
1.2446E+11,Dug,,6185971,Movie Character,UPDug,no,0,5123,0,0.002090363
1.35249E+11,Carl Fredricksen,,2252389,Movie Character,UPCarlFredricksen,no,0,1220,0,0.002090363
2.06567E+14,Frozone,,982499,Movie Character,TheIncrediblesFrozone,no,0,344,0,0.00127301
1.5933E+14,Syndrome,,1127926,Movie Character,TheIncrediblesSyndrome,no,0,349,0,0.00127301
2.59913E+11,Bob Parr (Mr. Incredible),,1824910,Movie Character,TheIncrediblesMrIncredible,no,0,798,0,0.002944383
1.34948E+11,Dashiell “Dash” Parr,,2843714,Movie Character,TheIncrediblesDashiellDashParr,no,0,1110,0,0.002944383
1.34695E+11,Edna “E” Mode,,2082845,Movie Character,TheIncrediblesEdna,no,0,820,0,0.002553126
1.3353E+11,Jack-Jack Parr,,3278011,Movie Character,TheIncrediblesJackJack,no,0,1280,0,0.002553126
1.34628E+11,Helen Parr (Elastigirl),,2112357,Movie Character,TheIncrediblesElastigirl,no,0,782,0,0.002944383
1.32669E+11,Crush,,5993003,Movie Character,FindingNemoCrush,no,0.01,3381,0,0.002311066
1.3677E+11,Squirt,,7435202,Movie Character,FindingNemoSquirt,no,0.01,4806,0,0.002311066
24642632550,Nemo,,21671168,Movie Character,FindingNemoNemo,no,0.01,12673,0,0.002311066
35098570694,Dory,,24633741,Movie Character,FindingNemoDory,no,0.03,30923,0,0.00288867
20385151754,Kodak Moments,,709396,Camera/Photo,KodakMomentsUS,yes,0.07,439,2,0.003249679
80593611889,State Farm,,1936177,Insurance Company,statefarm,no,0.02,18611,0,0.001290658
1.44997E+14,Finn McMissile,,1465289,Movie Character,CarsFinnMcMissile,no,0,470,0,0.001290658
1.8142E+14,Walt Disney Studios,,31177011,Movie/Television Studio,DisneyStudiosLA,yes,0.1,689601,0,0.001290658
1.25029E+11,Doc Hudson,,1661712,Movie Character,CarsDocHudson,no,0,568,0,0.002429736
1.39798E+11,Sally,,2624640,Movie Character,CarsSally,no,0,823,0,0.002429736
1.24596E+11,Mater,,6234596,Movie Character,CarsMater,no,0,3989,0,0.003475361
1.44378E+11,Lightning McQueen,,3614269,Movie Character,CarsLightningMcQueen,no,0.01,5249,0,0.003475361
1.44398E+14,Disney Family Movies,,293463,Movie,DisneyFamilyMovies,no,0.05,524,0,0.003800578
7.79609E+14,Disney Family,,679257,Website,officialdisneyfamily,no,0.06,3006,0,0.006116065
1.78798E+11,Prep & Landing,,43302,TV Show,PrepandLanding,no,0,10,0,0.006186371
